"title","band_name","album_name"
"dark in here inst","Jason Ward","Jason Ward- Instrumentals"
"heres looking at you (from behind) inst","Jason Ward","Jason Ward- Instrumentals"
"spoils inst","Jason Ward","Jason Ward- Instrumentals"
"take care inst","Jason Ward","Jason Ward- Instrumentals"
"til you learn inst.","Jason Ward","Jason Ward- Instrumentals"
"wait up inst","Jason Ward","Jason Ward- Instrumentals"
"you can always run away inst","Jason Ward","Jason Ward- Instrumentals"
"accordion_1","Serval Attack","Jingle Jared From Around"
"logo_country_1","Serval Attack","Jingle Jared From Around"
"logo_country_2","Serval Attack","Jingle Jared From Around"
"alex_parents_fight_1","Serval Attack","More TV Jared"
"alex_parents_fight_2","Serval Attack","More TV Jared"
"bedroom_scene_jp","Serval Attack","More TV Jared"
"onion ring polka","Serval Attack","More TV Jared"
"samba_1","Serval Attack","More TV Jared"
"samba_2","Serval Attack","More TV Jared"
"surf_scene_1","Serval Attack","More TV Jared"
"surf_scene_2","Serval Attack","More TV Jared"
"Coward (Instumental)","Derrick Karg","Derrick Karg"
"Gossip_Gal3_jazz","Lon Kaiser","Jazz"
"Reggaeton1","Lon Kaiser","Reggaeton"
"All I See","Amy Campbell","Oh Heart, Oh Highway"
"Distance","Amy Campbell","Oh Heart, Oh Highway"
"Everybody","Amy Campbell","Oh Heart, Oh Highway"
"Fearless","Amy Campbell","Oh Heart, Oh Highway"
"Habit","Amy Campbell","Oh Heart, Oh Highway"
"Horizon","Amy Campbell","Oh Heart, Oh Highway"
"Lost","Amy Campbell","Oh Heart, Oh Highway"
"Oh Heart, Oh Highway","Amy Campbell","Oh Heart, Oh Highway"
"Saint Christopher","Amy Campbell","Oh Heart, Oh Highway"
"Sunrise","Amy Campbell","Oh Heart, Oh Highway"
"The Airport Song","Amy Campbell","Oh Heart, Oh Highway"
"Thirty-Two Years","Amy Campbell","Oh Heart, Oh Highway"
"This Poetry","Amy Campbell","Oh Heart, Oh Highway"
"Words For This","Amy Campbell","Oh Heart, Oh Highway"
"Bell Trans2","Jared Gutstadt","SFX Sound Effects"
"Bell Trans","Jared Gutstadt","SFX Sound Effects"
"Digital_SFX","Jared Gutstadt","SFX Sound Effects"
"Dream Trans","Jared Gutstadt","SFX Sound Effects"
"Horror_trans","Jared Gutstadt","SFX Sound Effects"
"SFX_blip","Jared Gutstadt","SFX Sound Effects"
"SFX_ghost trans2","Jared Gutstadt","SFX Sound Effects"
"SFX_ghost trans","Jared Gutstadt","SFX Sound Effects"
"SFX_radio","Jared Gutstadt","SFX Sound Effects"
"SFX_reveal","Jared Gutstadt","SFX Sound Effects"
"SFX_static","Jared Gutstadt","SFX Sound Effects"
"SFX_transition","Jared Gutstadt","SFX Sound Effects"
"Sci Fi Noises","Jared Gutstadt","SFX Sound Effects"
"Trans FX2","Jared Gutstadt","SFX Sound Effects"
"Trans FX","Jared Gutstadt","SFX Sound Effects"
"Woosh","Jared Gutstadt","SFX Sound Effects"
"answer_reveal","Jared Gutstadt","SFX Sound Effects"
"beeps","Jared Gutstadt","SFX Sound Effects"
"boing","Jared Gutstadt","SFX Sound Effects"
"bubbles","Jared Gutstadt","SFX Sound Effects"
"canadian_lake_sfx","Jared Gutstadt","SFX Sound Effects"
"cat_sfx2","Jared Gutstadt","SFX Sound Effects"
"cat_sfx3","Jared Gutstadt","SFX Sound Effects"
"cat_sfx4","Jared Gutstadt","SFX Sound Effects"
"cat_sfx","Jared Gutstadt","SFX Sound Effects"
"clock","Jared Gutstadt","SFX Sound Effects"
"Computer","Cody Westheimer","Cody W"
"cymbal_sfx","Jared Gutstadt","SFX Sound Effects"
"dog_sfx2","Jared Gutstadt","SFX Sound Effects"
"dog_sfx3","Jared Gutstadt","SFX Sound Effects"
"dog_sfx","Jared Gutstadt","SFX Sound Effects"
"elephant_sfx","Jared Gutstadt","SFX Sound Effects"
"harp_trans2","Jared Gutstadt","SFX Sound Effects"
"harp_trans","Jared Gutstadt","SFX Sound Effects"
"horn_sfx","Jared Gutstadt","SFX Sound Effects"
"howl_sfx","Jared Gutstadt","SFX Sound Effects"
"kick2","Jared Gutstadt","SFX Sound Effects"
"kick","Jared Gutstadt","SFX Sound Effects"
"monkey_sfx","Jared Gutstadt","SFX Sound Effects"
"night_sfx","Jared Gutstadt","SFX Sound Effects"
"punch2","Jared Gutstadt","SFX Sound Effects"
"punch","Jared Gutstadt","SFX Sound Effects"
"record scratch","Jared Gutstadt","SFX Sound Effects"
"scratch_trans2","Jared Gutstadt","SFX Sound Effects"
"scratch_trans3","Jared Gutstadt","SFX Sound Effects"
"scratch_trans","Jared Gutstadt","SFX Sound Effects"
"slap2","Jared Gutstadt","SFX Sound Effects"
"slap","Jared Gutstadt","SFX Sound Effects"
"timpani","Jared Gutstadt","SFX Sound Effects"
"woosh_10","Jared Gutstadt","SFX Sound Effects"
"woosh_11","Jared Gutstadt","SFX Sound Effects"
"woosh_12","Jared Gutstadt","SFX Sound Effects"
"woosh_13","Jared Gutstadt","SFX Sound Effects"
"woosh_14","Jared Gutstadt","SFX Sound Effects"
"woosh_15","Jared Gutstadt","SFX Sound Effects"
"woosh_16","Jared Gutstadt","SFX Sound Effects"
"woosh_1","Jared Gutstadt","SFX Sound Effects"
"woosh_2","Jared Gutstadt","SFX Sound Effects"
"woosh_3","Jared Gutstadt","SFX Sound Effects"
"woosh_4","Jared Gutstadt","SFX Sound Effects"
"woosh_5","Jared Gutstadt","SFX Sound Effects"
"woosh_6","Jared Gutstadt","SFX Sound Effects"
"woosh_7","Jared Gutstadt","SFX Sound Effects"
"woosh_8","Jared Gutstadt","SFX Sound Effects"
"woosh_9","Jared Gutstadt","SFX Sound Effects"
"zap","Jared Gutstadt","SFX Sound Effects"
"zipper2","Jared Gutstadt","SFX Sound Effects"
"zipper3","Jared Gutstadt","SFX Sound Effects"
"zipper4","Jared Gutstadt","SFX Sound Effects"
"zipper","Jared Gutstadt","SFX Sound Effects"
"6AM1V1","Budo","Josh Karp Goes TV"
"6AM2V2","Budo","Josh Karp Goes TV"
"6AM3V2","Budo","Josh Karp Goes TV"
"6AM4V1","Budo","Josh Karp Goes TV"
"6AM5V1","Budo","Josh Karp Goes TV"
"Brk11","Budo","Josh Karp Goes TV"
"Brk13V1","Budo","Josh Karp Goes TV"
"Brk14V1","Budo","Josh Karp Goes TV"
"Brk16V1","Budo","Josh Karp Goes TV"
"Brk1V1","Budo","Josh Karp Goes TV"
"JP1V1","Budo","Josh Karp Goes TV"
"JP2V2","Budo","Josh Karp Goes TV"
"JP3V1","Budo","Josh Karp Goes TV"
"JP4V1","Budo","Josh Karp Goes TV"
"JP5V1","Budo","Josh Karp Goes TV"
"JP6V1","Budo","Josh Karp Goes TV"
"JP7V1","Budo","Josh Karp Goes TV"
"Rhodsey","Budo","Josh Karp Goes TV"
"biggity","Budo","Josh Karp Goes TV"
"gutV1","Budo","Josh Karp Goes TV"
"hugeV1","Budo","Josh Karp Goes TV"
"sad_","Budo","Josh Karp Goes TV"
"20 Sided Die","Satanicide","Heather"
"Heather","Satanicide","Heather"
"Jer-Z Nites","Satanicide","Heather"
"NYC 2 Nite","Satanicide","Heather"
"We Rock","Satanicide","Heather"
"69 Chevy","Satanicide","Heather"
"Be Nice To Me","Tinderfield","Tinderfield"
"Buskers Dilemma","Tinderfield","Tinderfield"
"Excuse Me","Tinderfield","Tinderfield"
"Fat Chance","Tinderfield","NR Quality"
"Half Past Three","Tinderfield","Tinderfield"
"Im Not There","Tinderfield","Tinderfield"
"Lucky Stars","Tinderfield","Tinderfield"
"Movin Too Slow","Tinderfield","Tinderfield"
"Pictures","Tinderfield","Tinderfield"
"Stand Up","Tinderfield","Tinderfield"
"Without You","Tinderfield","Tinderfield"
"Sailor Song","Driftwood Fire","Driftwood Fire"
"HOUSEWIVES_10","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_11","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_12","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_13","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_14","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_15","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_16","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_17","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_18","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_19","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_1","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_2","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_3","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_4","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_5","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_6","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_7","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_8","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_9","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_20","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_21","The Hebrew Hammer","Hip Hop Wife"
"HOUSEWIVES_22","The Hebrew Hammer","Hip Hop Wife"
"2nite_TV_CousinDale","Cousin Dale","Cousin Dale"
"CousinDale_DividedWeConquered","Cousin Dale","Cousin Dale"
"CousinDale_HanginOn","Cousin Dale","Cousin Dale"
"CousinDale_HowItFeels","Cousin Dale","Cousin Dale"
"CousinDale_Hypocrite","Cousin Dale","Cousin Dale"
"CousinDale_Mesh","Cousin Dale","Cousin Dale"
"CousinDale_PunkRockShow","Cousin Dale","Cousin Dale"
"CousinDale_SomethingNew","Cousin Dale","Cousin Dale"
"CousinDale_TakeItBack","Cousin Dale","Cousin Dale"
"CousinDale_TheOutsider","Cousin Dale","Cousin Dale"
"CousinDale_Tonight","Cousin Dale","Cousin Dale"
"CousinDale_Wasted","Cousin Dale","Cousin Dale"
"CousinDale_YeahYeah","Cousin Dale","Cousin Dale"
"Divided_TV_CousinDale","Cousin Dale","Cousin Dale"
"HanginOn_TV_CousinDale","Cousin Dale","Cousin Dale"
"HowItFeels_TV_CousinDale","Cousin Dale","Cousin Dale"
"Hypocrite_TV_CousinDale","Cousin Dale","Cousin Dale"
"Mesh_TV_CousinDale","Cousin Dale","Cousin Dale"
"Outsider_TV_CousinDale","Cousin Dale","Cousin Dale"
"PunkRockShow_NoCrowd_TV_CousinDale","Cousin Dale","Cousin Dale"
"PunkRockShow_TV_2_CousinDale","Cousin Dale","Cousin Dale"
"SomethingNew_TV_CousinDale","Cousin Dale","Cousin Dale"
"TakeItBack_TV_CousinDale","Cousin Dale","Cousin Dale"
"Wasted_TV_CousinDale","Cousin Dale","Cousin Dale"
"YeahYeah_TV_CousinDale","Cousin Dale","Cousin Dale"
"blackmans breakfast_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"bonfire_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"born to the devil_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"dangerous man_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"ghost animals_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"introducing_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"love eric_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"red cape_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"rocketeer_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"science of love_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"yes maybe yes_instr","Foxy Shazam","Foxy Shazam_Instrumentals"
"All I See_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Distance_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Everybody_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Fearless_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Lost_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Thirty Two Years_instr","Amy Campbell","Amy Campbell-Instrumentals"
"This Poetry_instr","Amy Campbell","Amy Campbell-Instrumentals"
"Beatdown","Mike Walpole","Out With Noone"
"Bone Crusher","Mike Walpole","Out With Noone"
"Mountain Air","Mike Walpole","Out With Noone"
"pebbles","Mike Walpole","Out With Noone"
"spirits","Mike Walpole","Out With Noone"
"streams","Mike Walpole","Out With Noone"
"washoveryou","Mike Walpole","Out With Noone"
"Ark Angel Angel Vs Jared","Ark Angel","Ark Angel 2"
"Ark Angel Burn Notice","Ark Angel","Space"
"Ark Angel Emo Therapy","Ark Angel","Ark Angel 2"
"Ark Angel Fears For Tears","Ark Angel","Ark Angel 2"
"Ark Angel K1","Ark Angel","Ark Angel 2"
"Ark Angel K2","Ark Angel","Ark Angel 2"
"A Star Fell","Steve  Byers","New Oldies"
"Chili Dawg","Steve  Byers","New Oldies"
"Dirty Bop","Steve  Byers","New Oldies"
"Double Down","Steve Byers","New Oldies"
"Double O","Steve Byers","New Oldies"
"Hay Carne","Barry Danielian","Reggaeton"
"Sofrito","Barry Danielian","Reggaeton"
"Zona Rosa","Barry Danielian","Reggaeton"
"Daddy Gringo","Barry Danielian","Reggaeton"
"El Padrino","Barry Danielian","Reggaeton"
"Spanish Onion","Barry Danielian","Reggaeton"
"AXMen_1","Jared Gutstadt","Jared Learns History"
"citiesofunderworld_1","Jared Gutstadt","Jared Learns History"
"citiesofunderworld_2","Jared Gutstadt","Jared Learns History"
"citiesofunderworld_3","Jared Gutstadt","Jared Learns History"
"the_universe_1","Jared Gutstadt","Jared Learns History"
"LIZ_samba","Jared Gutstadt","Indie Cool"
"LIZ_strummer2","Jared Gutstadt","Indie Cool"
"LIZ_strummer","Jared Gutstadt","Indie Cool"
"brazillian_JP1","Jared Gutstadt","To Brazil"
"brazilllian_JP2","Jared Gutstadt","To Brazil"
"brazilllian_JP3","Jared Gutstadt","To Brazil"
"timebo_beat1","Jared Gutstadt","To Brazil"
"timebo_beat2","Jared Gutstadt","To Brazil"
"Begin To Hypnotize","James Mason","Carnival Sky"
"Black Lines","James Mason","Carnival Sky"
"Blood On The Highway","James Mason","Carnival Sky"
"Front","James Mason","Carnival Sky"
"If Your Car Breaks Down","James Mason","Carnival Sky"
"Lauras Stones","James Mason","Carnival Sky"
"Memorize Your Favorite Dream","James Mason","Carnival Sky"
"Silver Spades","James Mason","Carnival Sky"
"Steal Your Name, Steal Your Eyes","James Mason","Carnival Sky"
"Threexx","James Mason","Carnival Sky"
"Divide","Mason Brothers","The Sun, the Moon and the Sea"
"Ghost At The Wheel","Mason Brothers","The Sun, the Moon and the Sea"
"Hands On Fire","Mason Brothers","The Sun, the Moon and the Sea"
"In The Canyon","Mason Brothers","The Sun, the Moon and the Sea"
"Into The Mines","Mason Brothers","The Sun, the Moon and the Sea"
"May You Rise","Mason Brothers","The Sun, the Moon and the Sea"
"Ready, Set, Go","Mason Brothers","The Sun, the Moon and the Sea"
"Round And Round","Mason Brothers","The Sun, the Moon and the Sea"
"Sailors Prayer","Mason Brothers","The Sun, the Moon and the Sea"
"Winter","Mason Brothers","The Sun, the Moon and the Sea"
"Change Your Mind_instr","The Izzys","Izzys EP"
"cheerleader_1","The Hebrew Hammer","Cheers"
"cheerleader_3","The Hebrew Hammer","Cheers"
"cheerleader_4","The Hebrew Hammer","Cheers"
"cheerleader_5","Jared Gutstadt","Cheers"
"disaster_1","Jared Gutstadt","Disasters"
"disaster_2","Jared Gutstadt","Disasters"
"disaster_3","Jared Gutstadt","Disasters"
"disaster_4","Jared Gutstadt","Disasters"
"disaster_5","Jared Gutstadt","Disasters"
"Baba","Barry Danielian","Barry Beats"
"Dapper Dan","Barry Danielian","Barry Jazz"
"Dr Lou","Barry Danielian","Barry Jazz"
"Lenox Night","Barry Danielian","Reggaeton"
"HWOA song 1 ver 2","Lukas Kaiser","Lukas HW"
"HWOA song 1","Lukas Kaiser","Lukas HW"
"HWOA song 2 ver 2","Lukas Kaiser","Lukas HW"
"HWOA song 2","Lukas Kaiser","Lukas HW"
"HWOA song 3","Lukas Kaiser","Lukas HW"
"HWOA song 5","Lukas Kaiser","Lukas HW"
"HWOA song 6","Lukas Kaiser","Lukas HW"
"HWOALeft For Dead","Lukas Kaiser","Lukas HW"
"HWOASong 2","Lukas Kaiser","Lukas HW"
"HWOAfunk scene","Lukas Kaiser","Lukas HW"
"HWOAsong 13","Lukas Kaiser","Lukas HW"
"HWOAsong 15","Lukas Kaiser","Lukas HW"
"HWOAsong 17","Lukas Kaiser","Lukas HW"
"HWOAsong 5","Lukas Kaiser","Lukas HW"
"HWOAsong 6","Lukas Kaiser","Lukas HW"
"Blingle All The Way","Barry Danielian","Barry Beats"
"If I Could See You Now","Barry Danielian","Barry Beats"
"Mellowxx","Barry Danielian","Barry Beats"
"Sunday Afternoon","Barry Danielian","Barry Beats"
"italian-1","Jared Gutstadt","Taste of Italy"
"italian-2","Jared Gutstadt","Taste of Italy"
"italian-3","Jared Gutstadt","Taste of Italy"
"italian-4","Jared Gutstadt","Taste of Italy"
"lil italy 1","Jared Gutstadt","Taste of Italy"
"lil italy 2","Jared Gutstadt","Taste of Italy"
"Dean 1","Lukas Kaiser","Italiano"
"Dean 2","Lukas Kaiser","Italiano"
"Dean 3","Lukas Kaiser","Italiano"
"Are You In","Say When / Zack Starikov","Im with the Band"
"BNC","Say When / Zack Starikov","Im with the Band"
"Deception","Say When / Zack Starikov","Im with the Band"
"Down","Say When / Zack Starikov","Im with the Band"
"Fade Away-v56xx","Say When / Zack Starikov","Im with the Band"
"Four Days","Say When / Zack Starikov","Im with the Band"
"Getting Better","Say When / Zack Starikov","Im with the Band"
"Go","Say When / Zack Starikov","Im with the Band"
"Hangin On","Say When / Zack Starikov","Im with the Band"
"No One Stands Alone","Say When / Zack Starikov","Im with the Band"
"Our Town","Say When / Zack Starikov","Im with the Band"
"Ready For It All","Say When / Zack Starikov","Im with the Band"
"Take Off","Say When / Zack Starikov","Im with the Band"
"The Fall","Say When / Zack Starikov","Im with the Band"
"Under The Gun","Say When / Zack Starikov","Im with the Band"
"Whoa","Say When / Zack Starikov","Im with the Band"
"Julia 84-instru","Astronaut","Astronaut Instrumentals"
"Hesitation Final No Vox","I Love Monsters","I Love Monsters - Instrumentals"
"Morning Final No Vox","I Love Monsters","I Love Monsters - Instrumentals"
"Say Anything No Vox","I Love Monsters","I Love Monsters - Instrumentals"
"salsa_cuba","Lon Kaiser","Lon Kaiser - TV"
"salsa_faster","Lon Kaiser","Lon Kaiser - TV"
"Gossip_Gal4","Lon Kaiser","Lon Kaiser - TV"
"Viva_Vegas","Lon Kaiser","Lon Kaiser - TV"
"ARE YOU IN - INSTRUMENTAL","Say When / Zack Starikov","Say When Instrumentals"
"Deception-Instr","Say When / Zack Starikov","Say When Instrumentals"
"No One Stands-Instr","Say When / Zack Starikov","Say When Instrumentals"
"Say When Our Town INST ref","Say When / Zack Starikov","Say When Instrumentals"
"Say When Ready INST ref","Say When / Zack Starikov","Say When Instrumentals"
"Whoa - INSTRUMENTAL","Say When / Zack Starikov","Say When Instrumentals"
"Beautiful _Instru","P Bailey","Find Me Somebody"
"Beautiful","P Bailey","Find Me Somebody"
"Desire","P Bailey","Find Me Somebody"
"Desire_Instru","P Bailey","Find Me Somebody"
"Find Me Somebody","P Bailey","Find Me Somebody"
"Find Me Somebody_Instru","P Bailey","Find Me Somebody"
"I Want U _Instru","P Bailey","Find Me Somebody"
"I Want U","P Bailey","Find Me Somebody"
"Melody","P Bailey","Find Me Somebody"
"Melody_Instru","P Bailey","Find Me Somebody"
"Mystery _Instru","P Bailey","Find Me Somebody"
"Mystery","P Bailey","Find Me Somebody"
"Part of Me","P Bailey","Find Me Somebody"
"Part of Me_Instru","P Bailey","Find Me Somebody"
"Belly Up Kids No Vox","Serval Attack","MORE KIDS JAMZ_JARED G"
"Riding on Train No Vox","Serval Attack","MORE KIDS JAMZ_JARED G"
"these days nouns no vox","Serval Attack","MORE KIDS JAMZ_JARED G"
"A Lil TLC","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"A Lil TLC2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Accoustic Downbeat","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Americana 2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Americana","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Body Erotic","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Bread of Wonder","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"CIA","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Dark Drama","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Dark Nightxx","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Dark Reality","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Drone All the Way Home","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Drone Dream","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Ethnic Adventure","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Everybody-Rog","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"GO GO Japan","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Ghoulag","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Good Evening Ladies and Gen","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Internation Conspiracy","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"International Mystery","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"International Mystery2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"International Spy","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"International Spy2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"International Spy3","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Italian Adventure","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"James Blonde","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Medical Drama","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Medical Mystery2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Medical Mystery3","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Medical Mystery4","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Middle East Adventure","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Mr Cool","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Roger Dub Two","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Roger Dub","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Tribal 2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Tribal Drone","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Tribal Dub","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Tribal Reality","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Tribal","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"drama drone","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"drama drone2","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"medical mischief","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Big Gun","Combat Zone","Combat Zone"
"Cobra","Combat Zone","Combat Zone"
"Fog","Combat Zone","Combat Zone"
"Gonzo","Combat Zone","Combat Zone"
"Head Cement","Combat Zone","Combat Zone"
"Prelude","Combat Zone","Combat Zone"
"Sex Drugs Remote Control","Combat Zone","Combat Zone"
"Shark","Combat Zone","Combat Zone"
"Slaughterhouse In Five","Combat Zone","Combat Zone"
"Subway Song","Combat Zone","Combat Zone"
"Roger Cant Fail","Roger Greenawalt","Roger Greenwalt Explores the Vault"
"Awake","The Energy","The Energy"
"Bookends Instrumental","The Energy","The Energy"
"Bookends","The Energy","The Energy"
"CONFIDE","The Energy","The Energy"
"DANCING IN THE GROOVE","The Energy","The Energy"
"DEVIL ON HORSEBACK Master","The Energy","The Energy"
"Devil on Horseback Instrumental","The Energy","The Energy"
"Every Piece of You","The Energy","The Energy"
"JERICHO","The Energy","The Energy"
"LIGHTS Master","The Energy","The Energy"
"Lights Instrumental","The Energy","The Energy"
"Lost at Sea","The Energy","The Energy"
"REALIZE YOUR SIN","The Energy","The Energy"
"Runaway Instrumental","The Energy","The Energy"
"Runaway","The Energy","The Energy"
"SAY GOODBYE","The Energy","The Energy"
"SIXTEEN BROTHERS","The Energy","The Energy"
"THE CONSTANT Master","The Energy","The Energy"
"The Constant Instrumental","The Energy","The Energy"
"The Other Side","The Energy","The Energy"
"Triple Ex Instrumental","The Energy","The Energy"
"Triple Ex","The Energy","The Energy"
"Two Hands","The Energy","The Energy"
"WILD DOVE","The Energy","The Energy"
"Would You See Me","The Energy","The Energy"
"Alleyway","The Brothers Rise","JR Gets Real"
"Ay!","The Brothers Rise","JR Gets Real"
"Bundle Of joy","The Brothers Rise","JR Gets Real"
"Ditsy","The Brothers Rise","JR Gets Real"
"Dodedoruf1","The Brothers Rise","JR Gets Real"
"Fusion","The Brothers Rise","JR Gets Real"
"Garfield","The Brothers Rise","JR Gets Real"
"GoblinHit","The Brothers Rise","JR Gets Real"
"Harp","The Brothers Rise","JR Gets Real"
"HeliCopter","The Brothers Rise","NR Quality"
"Hit Dog","The Brothers Rise","JR Gets Real"
"Motive","The Brothers Rise","JR Gets Real"
"Parsley","The Brothers Rise","JR Gets Real"
"Pushh","The Brothers Rise","JR Gets Real"
"Radical Notion","The Brothers Rise","JR Gets Real"
"Recipe","The Brothers Rise","JR Gets Real"
"She damsel","The Brothers Rise","JR Gets Real"
"Tent","The Brothers Rise","JR Gets Real"
"Tribe","The Brothers Rise","JR Gets Real"
"Waste","The Brothers Rise","JR Gets Real"
"trance_housewives_1","Jared Gutstadt","Trance Jrod"
"trance_housewives_2","Jared Gutstadt","Trance Jrod"
"trance_housewives_3","Jared Gutstadt","Trance Jrod"
"trance_housewives_4","Jared Gutstadt","Trance Jrod"
"housewives_mellow1","Jared Gutstadt","Mellow Jrod"
"housewives_mellow2","Jared Gutstadt","Mellow Jrod"
"housewives_mellow3","Jared Gutstadt","Mellow Jrod"
"housewives_mellow4","Jared Gutstadt","Mellow Jrod"
"madness_dark","Jared Gutstadt","Jrod Madness"
"madness_opencue1","Jared Gutstadt","Jrod Madness"
"madness_opencue2","Jared Gutstadt","Jrod Madness"
"madness_opencue_3","Jared Gutstadt","Jrod Madness"
"Funk Ya","Jared Gutstadt","Jrod Madness"
"Anyway-AllVox","Driftwood Fire","Driftwood Fire"
"Anyway","Driftwood Fire","Driftwood Fire"
"Anyway-instr","Driftwood Fire","Driftwood Fire"
"Blown Asunder-AllVox","Driftwood Fire","Driftwood Fire"
"Blown Asunder","Driftwood Fire","Driftwood Fire"
"Blown Asunder-LeadVoxOnly","Driftwood Fire","Driftwood Fire"
"Blown Asunder-instr","Driftwood Fire","Driftwood Fire"
"Holes in the Sky-AllVox","Driftwood Fire","Driftwood Fire"
"Holes in the Sky","Driftwood Fire","Driftwood Fire"
"Holes in the Sky-instr","Driftwood Fire","Driftwood Fire"
"Sailor Song-AllVox","Driftwood Fire","Driftwood Fire"
"Sailor Song-Mel","Driftwood Fire","Driftwood Fire"
"Sailor Song-LeadVoxOnly","Driftwood Fire","Driftwood Fire"
"Sailor Song-instr","Driftwood Fire","Driftwood Fire"
"Slept too Soundly-AllVox","Driftwood Fire","Driftwood Fire"
"Slept too Soundly","Driftwood Fire","Driftwood Fire"
"Slept too Soundly-LeadVoxOnly","Driftwood Fire","Driftwood Fire"
"Slept too Soundly-instr","Driftwood Fire","Driftwood Fire"
"As The World Is Burning","The Cataracs","Lingerie"
"Baby-Baby-Radio","The Cataracs","Lingerie"
"Black Girl (Final Mastered)","The Cataracs","Lingerie"
"Freakin To My Song","The Cataracs","Lingerie"
"Julia","The Cataracs","Lingerie"
